Salitix_Client_Number,salitix_customer_number,Retailer_Product_Number,Item No,Item Desc
CL028,MOR01,110635015,,
CL028,MOR01,112386315,,
CL028,MOR01,101556622,,
CL028,MOR01,111039258,,
CL028,MOR01,112415817,,
CL028,MOR01,108371444,,
CL028,MOR01,111846367,,
CL028,MOR01,107063909,,
CL028,MOR01,101791606,,
CL028,MOR01,101547890,,
CL028,MOR01,101528437,,
CL028,MOR01,111037172,,
CL028,MOR01,108136663,,
CL028,MOR01,109920003,,
CL028,MOR01,110863237,,
CL028,MOR01,110777806,,
CL028,MOR01,101525682,,
CL028,MOR01,108986166,,
CL028,MOR01,106320820,,
CL028,MOR01,101551717,,
CL028,MOR01,108929372,,
CL028,MOR01,108371663,,
CL028,MOR01,111919212,,
CL028,MOR01,102319266,,
CL028,MOR01,112415841,,
CL028,MOR01,111039274,,
CL028,MOR01,108371583,,
CL028,MOR01,112755871,,
CL028,MOR01,110821344,,
CL028,MOR01,109905188,,
CL028,MOR01,111740001,,
CL028,MOR01,109823086,,
CL028,MOR01,109833153,,
CL028,MOR01,108223548,,
CL028,MOR01,111740271,,
CL028,MOR01,111870578,,
CL028,MOR01,104738413,,
CL028,MOR01,101564745,,
CL028,MOR01,112391093,,
CL028,MOR01,109407841,,
CL028,MOR01,111037130,,
CL028,MOR01,110470222,,
CL028,MOR01,104738384,,
CL028,MOR01,109001381,,
CL028,MOR01,108144225,,
CL028,MOR01,112415964,,
CL028,MOR01,101791956,,
CL028,MOR01,112415905,,
CL028,MOR01,107337121,,
CL028,MOR01,107615822,,
CL028,MOR01,111312218,,
CL028,MOR01,112386340,,
CL028,MOR01,111048736,,
CL028,MOR01,101562766,,
CL028,MOR01,112639343,,
CL028,MOR01,111770649,,
CL028,MOR01,101559461,,
CL028,MOR01,101552234,,
CL028,MOR01,109823297,,
CL028,MOR01,105369074,,
CL028,MOR01,109833006,,
CL028,MOR01,112579643,,
CL028,MOR01,112386374,,
CL028,MOR01,101577554,,
CL028,MOR01,110804915,,
CL028,MOR01,111037201,,
CL028,MOR01,102465423,,
CL028,MOR01,101576931,,
CL028,MOR01,110642194,,
CL028,MOR01,110477598,,
CL028,MOR01,110470273,,
CL028,MOR01,108925005,,
CL028,MOR01,101791972,,
CL028,MOR01,105383335,,
CL028,MOR01,109939898,,
CL028,MOR01,110470193,,
CL028,MOR01,107578849,,
CL028,MOR01,105383474,,
CL028,MOR01,110494144,,
CL028,MOR01,108094205,,
CL028,MOR01,108371639,,
CL028,MOR01,101557730,,
CL028,MOR01,111162715,,
CL028,MOR01,107674224,,
CL028,MOR01,112415930,,
CL028,MOR01,107287718,,
CL028,MOR01,101578063,,
CL028,MOR01,101574548,,
CL028,MOR01,108136516,,
CL028,MOR01,107439961,,
CL028,MOR01,110499762,,
CL028,MOR01,112532909,,
CL028,MOR01,108371532,,
CL028,MOR01,104574076,,
CL028,MOR01,101570299,,
CL028,MOR01,110466186,,
CL028,MOR01,108505941,,
CL029,MOR01,105491774,,
CL029,MOR01,104418057,,
CL029,MOR01,109437812,,
CL029,MOR01,110179275,,
CL029,MOR01,104792971,,
CL029,MOR01,106500783,,
CL029,MOR01,100366157,,
CL029,MOR01,100375301,,
CL029,MOR01,100099597,,
CL029,MOR01,110204215,,
CL029,MOR01,110494101,,
CL029,MOR01,107911761,,
CL029,MOR01,104948867,,
CL029,MOR01,100366481,,
CL029,MOR01,100368751,,
CL029,MOR01,110478970,,
CL029,MOR01,104834851,,
CL029,MOR01,110203600,,
CL029,MOR01,108458013,,
CL029,MOR01,107482839,,
CL029,MOR01,105258681,,
CL029,MOR01,107482767,,
CL029,MOR01,109437978,,
CL029,MOR01,105170807,,
CL029,MOR01,112134741,,
CL029,MOR01,100101520,,
CL029,MOR01,104792882,,
CL029,MOR01,100366034,,
CL029,MOR01,106437551,,
CL029,MOR01,100367723,,
CL029,MOR01,110285908,,
CL029,MOR01,100365998,,
CL029,MOR01,104742738,,
CL029,MOR01,108491577,,
CL029,MOR01,109902260,,
CL029,MOR01,110494072,,
CL029,MOR01,108426847,,
CL029,MOR01,105151892,,
CL029,MOR01,104418250,,
CL029,MOR01,105519634,,
CL029,MOR01,100397631,,
CL029,MOR01,111987776,,
CL029,MOR01,105173442,,
CL029,MOR01,107700576,,
CL029,MOR01,100370762,,
CL029,MOR01,110557192,,
CL029,MOR01,112156641,,
CL029,MOR01,105821147,,
CL029,MOR01,105168264,,
CL029,MOR01,105493956,,
CL029,MOR01,105821171,,
CL029,MOR01,105359790,,
CL029,MOR01,100101976,,
CL029,MOR01,104792840,,
CL029,MOR01,111485101,,
CL029,MOR01,100144491,,
CL029,MOR01,100373058,,
CL029,MOR01,107474214,,
CL029,MOR01,100365947,,
CL029,MOR01,105397892,,
CL029,MOR01,104585285,,
CL029,MOR01,106003322,,
CL029,MOR01,104202141,,
CL029,MOR01,107512049,,
CL029,MOR01,108608940,,
CL029,MOR01,105168408,,
CL029,MOR01,107134105,,
CL029,MOR01,104238101,,
CL029,MOR01,105733411,,
CL029,MOR01,108609141,,
CL029,MOR01,108500429,,
CL029,MOR01,100397957,,
CL029,MOR01,104418090,,
CL029,MOR01,110553474,,
CL029,MOR01,105259887,,
CL029,MOR01,105992608,,
CL029,MOR01,104200912,,
CL029,MOR01,110000837,,
CL029,MOR01,105493981,,
CL029,MOR01,100398247,,
CL029,MOR01,100375862,,
CL029,MOR01,104783100,,
CL029,MOR01,108120688,,
CL029,MOR01,104793121,,
CL029,MOR01,104175542,,
CL029,MOR01,110499050,,
CL029,MOR01,106002371,,
CL029,MOR01,110288607,,
CL029,MOR01,109920716,,
CL029,MOR01,104759222,,
CL029,MOR01,100367424,,
CL029,MOR01,100369104,,
CL029,MOR01,103104339,,
CL029,MOR01,108515111,,
CL029,MOR01,100367096,,
CL029,MOR01,110780600,,
CL029,MOR01,104982088,,
CL029,MOR01,105170840,,
CL029,MOR01,105993061,,
CL029,MOR01,110553440,,
CL029,MOR01,111457978,,
CL029,MOR01,105168117,,
CL029,MOR01,105618528,,
CL029,MOR01,104048404,,
CL029,MOR01,103108348,,
CL029,MOR01,100368363,,
CL029,MOR01,100409743,,
CL029,MOR01,106458714,,
CL029,MOR01,100150524,,
CL029,MOR01,104792911,,
CL029,MOR01,100373040,,
CL029,MOR01,107458783,,
CL029,MOR01,111370160,,
CL029,MOR01,107197472,,
CL029,MOR01,112791863,,
CL029,MOR01,109411559,,
CL029,MOR01,108654786,,
CL029,MOR01,104759450,,
CL029,MOR01,112529777,,
CL029,MOR01,105167851,,
CL029,MOR01,104764646,,
CL029,MOR01,112134821,,
CL029,MOR01,104948891,,
CL029,MOR01,102875414,,
CL029,MOR01,104894352,,
CL029,MOR01,109700852,,
CL029,MOR01,105128078,,
CL029,MOR01,104632555,,
CL029,MOR01,108609088,,
CL029,MOR01,110826858,,
CL029,MOR01,100366755,,
CL029,MOR01,104202096,,
CL029,MOR01,112044219,,
CL029,MOR01,104200648,,
CL029,MOR01,105171041,,
CL029,MOR01,104759425,,
CL029,MOR01,100367070,,
CL029,MOR01,110772167,,
CL029,MOR01,107911795,,
CL029,MOR01,112742164,,
CL029,MOR01,105703773,,
CL029,MOR01,105397868,,
CL029,MOR01,106602413,,
CL029,MOR01,104199245,,
CL029,MOR01,111181887,,
CL029,MOR01,104409450,,
CL029,MOR01,100412598,,
CL029,MOR01,105133926,,
CL029,MOR01,109203215,,
CL029,MOR01,108420859,,
CL029,MOR01,104423905,,
CL029,MOR01,105397593,,
CL029,MOR01,104423761,,
CL029,MOR01,106115068,,
CL029,MOR01,105714851,,
CL029,MOR01,110805029,,
CL029,MOR01,105618587,,
CL029,MOR01,108500189,,
CL029,MOR01,106003373,,
CL029,MOR01,105526201,,
CL029,MOR01,108545192,,
CL029,MOR01,106263626,,
CL029,MOR01,100368929,,
CL029,MOR01,100375601,,
CL029,MOR01,105273929,,
CL029,MOR01,105724742,,
CL029,MOR01,104759513,,
CL029,MOR01,112743562,,
CL029,MOR01,111835730,,
CL029,MOR01,108442812,,
CL029,MOR01,109552036,,
CL029,MOR01,100366763,,
CL029,MOR01,108511911,,
CL029,MOR01,110826911,,
CL029,MOR01,104199368,,
CL029,MOR01,107458716,,
CL029,MOR01,109307372,,
CL029,MOR01,100398458,,
CL029,MOR01,110913960,,
CL029,MOR01,111487448,,
CL029,MOR01,106389149,,
CL029,MOR01,110836394,,
CL029,MOR01,110772271,,
CL029,MOR01,104417927,,
CL029,MOR01,100157751,,
CL029,MOR01,111835764,,
CL029,MOR01,100370789,,
CL029,MOR01,105523019,,
CL029,MOR01,109996147,,
CL029,MOR01,108292594,,
CL029,MOR01,100368742,,
CL029,MOR01,111487384,,
CL029,MOR01,100371351,,
CL029,MOR01,105168969,,
CL029,MOR01,108491657,,
CL029,MOR01,112529831,,
CL029,MOR01,110197393,,
CL029,MOR01,111835799,,
CL029,MOR01,105408889,,
CL029,MOR01,100366018,,
CL029,MOR01,108494962,,
CL029,MOR01,111569937,,
CL029,MOR01,110263872,,
CL029,MOR01,106458685,,
CL029,MOR01,100392195,,
CL029,MOR01,107778621,,
CL029,MOR01,112681373,,
CL029,MOR01,100397594,,
CL029,MOR01,109390639,,
CL029,MOR01,108513676,,
CL029,MOR01,109070862,,
CL029,MOR01,111485135,,
CL029,MOR01,109437919,,
CL029,MOR01,106084521,,
CL029,MOR01,104385574,,
CL029,MOR01,108500314,,
CL029,MOR01,104954693,,
CL029,MOR01,100367580,,
CL029,MOR01,112742210,,
CL029,MOR01,100365971,,
CL029,MOR01,108528528,,
CL029,MOR01,105799429,,
CL029,MOR01,105494019,,
CL029,MOR01,104480150,,
CL029,MOR01,109902307,,
CL029,MOR01,104898038,,
CL029,MOR01,105812283,,
CL029,MOR01,111039629,,
CL029,MOR01,108500509,,
CL029,MOR01,111569988,,
CL029,MOR01,107020204,,
CL029,MOR01,105520782,,
CL029,MOR01,100366835,,
CL029,MOR01,110446468,,
CL029,MOR01,100366270,,
CL029,MOR01,111960039,,
CL029,MOR01,108978676,,
CL029,MOR01,104793068,,
CL029,MOR01,111039434,,
CL029,MOR01,105492363,,
CL029,MOR01,104209773,,
CL029,MOR01,108442783,,
CL029,MOR01,105520838,,
CL029,MOR01,110771893,,
CL029,MOR01,100370771,,
CL029,MOR01,109070838,,
CL029,MOR01,110772079,,
CL029,MOR01,100392187,,
CL029,MOR01,109552079,,
CL029,MOR01,110288501,,
CL029,MOR01,108080284,,
CL029,MOR01,112593411,,
CL029,MOR01,100375643,,
CL029,MOR01,100100455,,
CL029,MOR01,109449282,,
CL029,MOR01,105866265,,
CL029,MOR01,105415472,,
CL029,MOR01,100412627,,
CL029,MOR01,109902024,,
CL029,MOR01,100367117,,
CL029,MOR01,105522868,,
CL029,MOR01,109751473,,
CL029,MOR01,100369358,,
CL029,MOR01,111487528,,
CL029,MOR01,110850583,,
CL029,MOR01,104788779,,
CL029,MOR01,107163424,,
CL029,MOR01,110403783,,
CL029,MOR01,112867012,,
CL029,MOR01,110787481,,
CL029,MOR01,109595280,,
CL029,MOR01,105492689,,
CL029,MOR01,105722763,,
CL029,MOR01,105173160,,
CL029,MOR01,100366747,,
CL029,MOR01,100367029,,
CL029,MOR01,104238161,,
CL029,MOR01,100375660,,
CL029,MOR01,110805125,,
CL029,MOR01,112447704,,
CL029,MOR01,110553503,,
CL029,MOR01,112117289,,
CL029,MOR01,100369067,,
CL029,MOR01,105169275,,
CL029,MOR01,100393391,,
CL029,MOR01,110446388,,
CL029,MOR01,105397711,,
CL029,MOR01,106356831,,
CL029,MOR01,111039670,,
CL029,MOR01,110261931,,
CL029,MOR01,100374069,,
CL029,MOR01,105258825,,
CL029,MOR01,111369871,,
CL029,MOR01,100371159,,
CL029,MOR01,104788808,,
CL029,MOR01,108608886,,
CL029,MOR01,110787561,,
CL029,MOR01,109019531,,
CL029,MOR01,105173039,,
CL029,MOR01,108085245,,
CL029,MOR01,108488394,,
CL029,MOR01,105516661,,
CL029,MOR01,112743765,,
CL029,MOR01,105866231,,
CL029,MOR01,105173004,,
CL029,MOR01,104314207,,
CL029,MOR01,100099600,,
CL029,MOR01,106226155,,
CL029,MOR01,100157654,,
CL029,MOR01,105820970,,
CL029,MOR01,109951184,,
CL029,MOR01,105519693,,
CL029,MOR01,105409671,,
CL029,MOR01,104783134,,
CL029,MOR01,109380941,,
CL029,MOR01,111490583,,
CL029,MOR01,100375854,,
CL029,MOR01,100101941,,
CL029,MOR01,105407085,,
CL029,MOR01,107697944,,
CL029,MOR01,110261906,,
CL029,MOR01,104788648,,
CL029,MOR01,100375846,,
CL029,MOR01,106458634,,
CL029,MOR01,100398239,,
CL029,MOR01,105125459,,
CL029,MOR01,105993096,,
CL029,MOR01,104418305,,
CL029,MOR01,104761859,,
CL029,MOR01,105151201,,
CL029,MOR01,110353966,,
CL029,MOR01,105492291,,
CL029,MOR01,105169540,,
CL029,MOR01,111370039,,
CL029,MOR01,100366501,,
CL029,MOR01,109700828,,
CL029,MOR01,105258796,,
CL029,MOR01,111987688,,
CL029,MOR01,112529806,,
CL029,MOR01,105595872,,
CL029,MOR01,105493041,,
CL029,MOR01,111835705,,
CL029,MOR01,100101431,,
CL029,MOR01,104759396,,
CL029,MOR01,104474690,,
CL029,MOR01,107458759,,
CL029,MOR01,110197465,,
CL029,MOR01,111487190,,
CL029,MOR01,104465814,,
CL029,MOR01,110914090,,
CL029,MOR01,109411612,,
CL029,MOR01,111569873,,
CL029,MOR01,111618284,,
CL029,MOR01,104955047,,
CL029,MOR01,109893990,,
CL029,MOR01,106458538,,
CL029,MOR01,105169355,,
CL029,MOR01,100163317,,
CL029,MOR01,105168678,,
CL029,MOR01,111501334,,
CL029,MOR01,100100421,,
CL029,MOR01,105157805,,
CL029,MOR01,111485258,,
CL029,MOR01,107270756,,
CL029,MOR01,112044315,,
CL029,MOR01,100369711,,
CL029,MOR01,100398503,,
CL029,MOR01,100397551,,
CL029,MOR01,104204956,,
CL029,MOR01,100370797,,
CL029,MOR01,104200963,,
CL029,MOR01,105702631,,
CL029,MOR01,105522964,,
CL029,MOR01,100101811,,
CL029,MOR01,105168791,,
CL029,MOR01,100409727,,
CL029,MOR01,100369091,,
CL029,MOR01,104235200,,
CL029,MOR01,104894820,,
CL029,MOR01,111987590,,
CL029,MOR01,105157776,,
CL029,MOR01,106437585,,
CL029,MOR01,104955338,,
CL029,MOR01,106247802,,
CL029,MOR01,100393729,,
CL029,MOR01,105665341,,
CL029,MOR01,105170735,,
CL029,MOR01,100375299,,
CL029,MOR01,105169195,,
CL029,MOR01,105440598,,
CL029,MOR01,109866035,,
CL029,MOR01,106084759,,
CL029,MOR01,105833261,,
CL029,MOR01,100369770,,
CL029,MOR01,107474185,,
CL029,MOR01,110203802,,
CL029,MOR01,100369041,,
CL029,MOR01,110830911,,
CL029,MOR01,108080233,,
CL029,MOR01,109893965,,
CL029,MOR01,111962430,,
CL029,MOR01,105401177,,
CL029,MOR01,110203685,,
CL029,MOR01,100369737,,
CL029,MOR01,105491299,,
CL029,MOR01,108510969,,
CL029,MOR01,106494740,,
CL029,MOR01,111487499,,
CL029,MOR01,100368890,,
CL029,MOR01,110931463,,
CL029,MOR01,100367061,,
CL029,MOR01,105151788,,
CL029,MOR01,112105270,,
CL029,MOR01,109070985,,
CL029,MOR01,105551407,,
CL029,MOR01,110914284,,
CL029,MOR01,105273953,,
CL029,MOR01,108448018,,
CL029,MOR01,104783054,,
CL029,MOR01,110446425,,
CL029,MOR01,104834886,,
CL029,MOR01,104759484,,
CL029,MOR01,110914188,,
CL029,MOR01,105515220,,
CL029,MOR01,104793092,,
CL029,MOR01,100398466,,
CL029,MOR01,112029318,,
CL029,MOR01,109070951,,
CL029,MOR01,100397498,,
CL029,MOR01,104727888,,
CL029,MOR01,107474249,,
CL029,MOR01,111487641,,
CL029,MOR01,105040527,,
CL029,MOR01,112743634,,
CL029,MOR01,104418137,,
CL029,MOR01,110255573,,
CL029,MOR01,107801334,,
CL029,MOR01,110805213,,
CL029,MOR01,104762229,,
CL029,MOR01,104266882,,
CL029,MOR01,108511822,,
CL029,MOR01,105409646,,
CL029,MOR01,105057038,,
CL029,MOR01,110479016,,
CL029,MOR01,100398562,,
CL029,MOR01,105503966,,
CL029,MOR01,100369761,,
CL029,MOR01,104788613,,
CL029,MOR01,109866060,,
CL029,MOR01,100367088,,
CL029,MOR01,107819294,,
CL029,MOR01,109893877,,
CL029,MOR01,104894782,,
CL029,MOR01,112602989,,
CL029,MOR01,105407173,,
CL029,MOR01,111962309,,
CL029,MOR01,106458562,,
CL029,MOR01,111987864,,
CL029,MOR01,100397623,,
CL029,MOR01,110197351,,
CL029,MOR01,111562137,,
CL029,MOR01,111024486,,
CL029,MOR01,106084708,,
CL029,MOR01,112134652,,
CL029,MOR01,100367416,,
CL029,MOR01,104742703,,
CL029,MOR01,109376052,,
CL029,MOR01,104200592,,
CL029,MOR01,105131648,,
CL029,MOR01,112089361,,
CL029,MOR01,106089509,,
CL029,MOR01,105415405,,
CL029,MOR01,105993310,,
CL029,MOR01,111865171,,
CL029,MOR01,111538188,,
CL029,MOR01,110772378,,
CL029,MOR01,105407261,,
CL029,MOR01,109376001,,
CL029,MOR01,100372371,,
CL029,MOR01,110559091,,
CL029,MOR01,111457855,,
CL029,MOR01,105496090,,
CL029,MOR01,105618624,,
CL029,MOR01,104418161,,
CL029,MOR01,105408096,,
CL029,MOR01,110557133,,
CL029,MOR01,104788744,,
CL029,MOR01,100397560,,
CL029,MOR01,105269313,,
CL029,MOR01,105409806,,
CL029,MOR01,100365744,,
CL029,MOR01,108500218,,
CL029,MOR01,104237037,,
CL029,MOR01,107134130,,
CL029,MOR01,110255477,,
CL029,MOR01,108500550,,
CL029,MOR01,107163491,,
CL029,MOR01,110494048,,
CL029,MOR01,106084847,,
CL029,MOR01,100365787,,
CL029,MOR01,100375580,,
CL029,MOR01,105492427,,
CL029,MOR01,106095221,,
CL029,MOR01,106110937,,
CL029,MOR01,106084898,,
CL029,MOR01,108609037,,
CL029,MOR01,104219234,,
CL029,MOR01,112791994,,
CL029,MOR01,107750725,,
CL029,MOR01,104202037,,
CL029,MOR01,105407894,,
CL029,MOR01,100100172,,
CL029,MOR01,107020239,,
CL029,MOR01,104417943,,
CL029,MOR01,104761947,,
CL029,MOR01,112156384,,
CL029,MOR01,111609185,,
CL029,MOR01,104761912,,
CL029,MOR01,110203642,,
CL029,MOR01,111487552,,
CL029,MOR01,112029182,,
CL029,MOR01,100393631,,
CL029,MOR01,104582404,,
CL029,MOR01,111487093,,
CL029,MOR01,100163464,,
CL029,MOR01,112474155,,
CL029,MOR01,106115113,,
CL029,MOR01,108444615,,
CL029,MOR01,110203765,,
CL029,MOR01,100369059,,
CL029,MOR01,100375619,,
CL029,MOR01,111487587,,
CL029,MOR01,108820625,,
CL029,MOR01,105724654,,
CL029,MOR01,104418233,,
CL029,MOR01,105260028,,
CL029,MOR01,110780511,,
CL029,MOR01,106115148,,
CL029,MOR01,109866094,,
CL029,MOR01,106458597,,
CL029,MOR01,104788681,,
CL029,MOR01,100409735,,
CL029,MOR01,109902227,,
CL029,MOR01,105999244,,
CL029,MOR01,110459103,,
CL029,MOR01,105812312,,
CL029,MOR01,111485240,,
CL029,MOR01,105822668,,
CL029,MOR01,109239744,,
CL029,MOR01,106686531,,
CL029,MOR01,112447763,,
CL029,MOR01,100367109,,
CL029,MOR01,110557168,,
CL029,MOR01,104632352,,
CL029,MOR01,109074759,,
CL029,MOR01,106686434,,
CL029,MOR01,105496188,,
CL029,MOR01,109074724,,
CL029,MOR01,105173418,,
CL029,MOR01,109307410,,
CL029,MOR01,100397578,,
CL029,MOR01,105151243,,
CL029,MOR01,104793017,,
CL029,MOR01,104788710,,
CL029,MOR01,106686565,,
CL029,MOR01,107103851,,
CL029,MOR01,105173080,,
CL029,MOR01,100366771,,
CL029,MOR01,100410664,,
CL029,MOR01,107657678,,
CL029,MOR01,100392179,,
CL029,MOR01,105821059,,
CL029,MOR01,104418196,,
CL029,MOR01,111487616,,
CL029,MOR01,100103824,,
CL029,MOR01,105491838,,
CL029,MOR01,111719229,,
CL029,MOR01,104761883,,
CL029,MOR01,105157725,,
